
Gemeinde,Bezirk,Bundesland,Gebietskennzahl,Einwohner,Vollimmunisiert %,Teilimmunisiert %,Vollimmunisiert,Teilimmunisiert
Hofkirchen im Traunkreis,Linz-Land,Oberösterreich,41008,1958,44.79,58.38,877,1143
Höflein,Bruck an der Leitha,Niederösterreich,30712,1232,55.93,71.02,689,875
Höflein an der Hohen Wand,Neunkirchen,Niederösterreich,31849,889,47.02,58.83,418,523
Hofstätten an der Raab,Weiz,Steiermark,61719,2313,35.84,50.93,829,1178
Hofstetten-Grünau,Sankt Pölten (Land),Niederösterreich,31909,2702,40.64,54.03,1098,1460
Hohe Wand,Wiener Neustadt (Land),Niederösterreich,32311,1420,44.86,59.93,637,851
Hohenau an der March,Gänserndorf,Niederösterreich,30827,2757,48.42,59.27,1335,1634
Hohenberg,Lilienfeld,Niederösterreich,31404,1460,43.97,57.05,642,833
Hoheneich,Gmünd,Niederösterreich,30920,1389,49.32,63.79,685,886
Hohenems,Dornbirn,Vorarlberg,80302,16769,44.75,53.72,7504,9008
Hohenruppersdorf,Gänserndorf,Niederösterreich,30828,945,46.14,66.77,436,631
Hohentauern,Murtal,Steiermark,62010,391,39.13,51.92,153,203
Hohenthurn,Villach Land,Kärnten,20713,838,40.93,50.36,343,422
Hohenwarth-Mühlbach a.M.,Hollabrunn,Niederösterreich,31021,1320,46.74,64.62,617,853
Hohenweiler,Bregenz,Vorarlberg,80219,1327,44.46,55.61,590,738
Hohenzell,Ried im Innkreis,Oberösterreich,41209,2270,45.2,57.31,1026,1301
Höhnhart,Braunau am Inn,Oberösterreich,40415,1443,24.53,32.64,354,471
Hollabrunn,Hollabrunn,Niederösterreich,31022,11944,48.69,64.26,5816,7675
Hollenstein an der Ybbs,Amstetten,Niederösterreich,30516,1674,47.67,55.26,798,925
Hollenthon,Wiener Neustadt (Land),Niederösterreich,32312,1001,39.26,53.95,393,540
Hollersbach im Pinzgau,Zell am See,Salzburg,50605,1251,42.05,53.96,526,675
Holzgau,Reutte,Tirol,70817,387,43.41,56.33,168,218
Holzhausen,Wels-Land,Oberösterreich,41809,1022,40.22,52.94,411,541
Hopfgarten im Brixental,Kitzbühel,Tirol,70406,5650,32.85,57.13,1856,3228
Hopfgarten in Defereggen,Lienz,Tirol,70709,686,42.86,51.02,294,350
Hörbich,Rohrbach,Oberösterreich,41311,408,33.82,42.89,138,175
Hörbranz,Bregenz,Vorarlberg,80218,6636,48.85,58.32,3242,3870
Horitschon,Oberpullendorf,Burgenland,10805,1819,57.23,69.82,1041,1270
Horn,Horn,Niederösterreich,31109,6409,45.62,61.2,2924,3922
Hornstein,Eisenstadt-Umgebung,Burgenland,10304,3176,50.31,64.23,1598,2040
Hörsching,Linz-Land,Oberösterreich,41007,6284,41.2,52.47,2589,3297
Hundsheim,Bruck an der Leitha,Niederösterreich,30715,641,49.77,66.61,319,427
Hürm,Melk,Niederösterreich,31513,1857,40.6,57.67,754,1071
Hüttau,Sankt Johann im Pongau,Salzburg,50412,1465,45.6,54.47,668,798
Hüttenberg,Sankt Veit an der Glan,Kärnten,20511,1334,47.3,61.92,631,826
Hüttschlag,Sankt Johann im Pongau,Salzburg,50413,912,38.38,52.41,350,478
Illmitz,Neusiedl am See,Burgenland,10709,2377,60.62,74.21,1441,1764
Ilz,Hartberg-Fürstenfeld,Steiermark,62271,3753,38.82,53.61,1457,2012
Ilztal,Weiz,Steiermark,61762,2150,34.6,48.42,744,1041
Imst,Imst,Tirol,70203,10882,36.88,56.12,4013,6107
Imsterberg,Imst,Tirol,70204,794,27.96,46.73,222,371
Innerbraz,Bludenz,Vorarlberg,80111,1009,43.61,55.7,440,562
Innerschwand am Mondsee,Vöcklabruck,Oberösterreich,41712,1215,31.03,41.48,377,504
Innervillgraten,Lienz,Tirol,70710,912,29.17,40.13,266,366
Innsbruck,Innsbruck-Stadt,Tirol,70101,131059,39.85,58.1,52227,76145
Inzenhof,Güssing,Burgenland,10421,330,49.7,61.21,164,202
Inzersdorf im Kremstal,Kirchdorf an der Krems,Oberösterreich,40904,1877,40.01,50.4,751,946
Inzersdorf-Getzersdorf,Sankt Pölten (Land),Niederösterreich,31913,1607,42.19,57.31,678,921
Inzing,Innsbruck-Land,Tirol,70319,3990,42.28,60.85,1687,2428
Irdning-Donnersbachtal,Liezen,Steiermark,61257,4147,33.86,44.78,1404,1857
Irnfritz-Messern,Horn,Niederösterreich,31110,1433,46.2,59.39,662,851
Irschen,Spittal an der Drau,Kärnten,20611,1944,34.77,45.58,676,886
Ischgl,Landeck,Tirol,70608,1564,49.17,64.96,769,1016
Iselsberg-Stronach,Lienz,Tirol,70711,605,35.7,46.12,216,279
Itter,Kitzbühel,Tirol,70407,1173,35.29,57.03,414,669
Jabing,Oberwart,Burgenland,10930,754,58.36,69.23,440,522
Jagerberg,Südoststeiermark,Steiermark,62330,1644,32.36,45.19,532,743
Jaidhof,Krems (Land),Niederösterreich,31319,1222,30.44,45.34,372,554
Japons,Horn,Niederösterreich,31111,710,54.37,67.04,386,476
Jedenspeigen,Gänserndorf,Niederösterreich,30829,1106,55.42,69.98,613,774
Jeging,Braunau am Inn,Oberösterreich,40416,686,34.69,45.34,238,311
Jenbach,Schwaz,Tirol,70917,7175,58.09,62.36,4168,4474
Jennersdorf,Jennersdorf,Burgenland,10504,4121,45.74,60.42,1885,2490
Jerzens,Imst,Tirol,70205,944,32.42,51.69,306,488
Jochberg,Kitzbühel,Tirol,70408,1558,32.03,49.74,499,775
Jois,Neusiedl am See,Burgenland,10710,1624,51.48,63.42,836,1030
Judenau-Baumgarten,Tulln,Niederösterreich,32112,2287,43.16,61.78,987,1413
Judenburg,Murtal,Steiermark,62040,9631,41.86,57.17,4032,5506
Julbach,Rohrbach,Oberösterreich,41313,1556,37.85,50.64,589,788
Jungholz,Reutte,Tirol,70818,302,30.79,37.09,93,112
Kainach bei Voitsberg,Voitsberg,Steiermark,61630,1603,37.31,53.15,598,852
Kainbach bei Graz,Graz-Umgebung,Steiermark,60623,2821,53.85,67.64,1519,1908
Kaindorf,Hartberg-Fürstenfeld,Steiermark,62272,3001,33.42,47.58,1003,1428
Kaisers,Reutte,Tirol,70819,78,28.21,37.18,22,29
Kaisersdorf,Oberpullendorf,Burgenland,10806,610,46.72,57.05,285,348
Kallham,Grieskirchen,Oberösterreich,40812,2497,44.53,54.91,1112,1371
Kals am Großglockner,Lienz,Tirol,70712,1120,33.66,41.79,377,468
Kalsdorf bei Graz,Graz-Umgebung,Steiermark,60624,7869,34.85,53.16,2742,4183
Kaltenbach,Schwaz,Tirol,70918,1319,52.08,58.91,687,777
Kaltenberg,Freistadt,Oberösterreich,40606,610,37.38,48.85,228,298
Kaltenleutgeben,Mödling,Niederösterreich,31713,3350,48.57,63.67,1627,2133
Kalwang,Leoben,Steiermark,61105,951,39.33,58.04,374,552
Kammern im Liesingtal,Leoben,Steiermark,61106,1588,41.81,59.63,664,947
Kapelln,Sankt Pölten (Land),Niederösterreich,31915,1363,38.81,53.04,529,723
Kapfenberg,Bruck-Mürzzuschlag,Steiermark,62140,22380,41,54.65,9176,12231
Kapfenstein,Südoststeiermark,Steiermark,62332,1550,40.32,57.29,625,888
Kappel am Krappfeld,Sankt Veit an der Glan,Kärnten,20512,1957,42.05,55.19,823,1080
Kappl,Landeck,Tirol,70609,2529,53.18,66.27,1345,1676
Kaprun,Zell am See,Salzburg,50606,3112,48.84,59.25,1520,1844
Karlstein an der Thaya,Waidhofen an der Thaya,Niederösterreich,32209,1483,43.09,53.74,639,797
Karlstetten,Sankt Pölten (Land),Niederösterreich,31916,2177,46.39,61.97,1010,1349
Karres,Imst,Tirol,70206,612,35.13,55.39,215,339
Karrösten,Imst,Tirol,70207,686,35.42,55.98,243,384
Kartitsch,Lienz,Tirol,70713,759,43.08,53.49,327,406
Kasten bei Böheimkirchen,Sankt Pölten (Land),Niederösterreich,31917,1380,38.55,53.77,532,742
Katsdorf,Perg,Oberösterreich,41106,3192,44.45,58.24,1419,1859
Katzelsdorf,Wiener Neustadt (Land),Niederösterreich,32313,3224,47.3,61.1,1525,1970
Kaumberg,Lilienfeld,Niederösterreich,31405,1070,34.67,47.38,371,507
Kaunerberg,Landeck,Tirol,70610,437,23.34,46.68,102,204
Kaunertal,Landeck,Tirol,70611,616,36.04,58.77,222,362
Kauns,Landeck,Tirol,70612,502,26.1,50.6,131,254
Kautzen,Waidhofen an der Thaya,Niederösterreich,32210,1082,37.8,54.99,409,595
Kefermarkt,Freistadt,Oberösterreich,40607,2158,45.64,56.53,985,1220
Kematen am Innbach,Grieskirchen,Oberösterreich,40813,1425,35.93,50.39,512,718
Kematen an der Krems,Linz-Land,Oberösterreich,41009,2975,39.43,52.5,1173,1562
Kematen an der Ybbs,Amstetten,Niederösterreich,30517,2670,37.49,55.47,1001,1481
Kematen in Tirol,Innsbruck-Land,Tirol,70320,3014,43.7,60.48,1317,1823
Kemeten,Oberwart,Burgenland,10907,1495,42.14,53.85,630,805
Kennelbach,Bregenz,Vorarlberg,80220,1885,49.23,57.03,928,1075
Keutschach am See,Klagenfurt Land,Kärnten,20412,2423,49.9,60.13,1209,1457
Kilb,Melk,Niederösterreich,31514,2580,43.76,56.43,1129,1456
Kindberg,Bruck-Mürzzuschlag,Steiermark,62141,8118,49.17,64.76,3992,5257
Kirchbach,Hermagor,Kärnten,20306,2524,38.87,53.65,981,1354
Kirchbach-Zerlach,Südoststeiermark,Steiermark,62381,3265,36.85,52.56,1203,1716
Kirchberg am Wagram,Tulln,Niederösterreich,32114,3710,49.81,66.31,1848,2460
Kirchberg am Walde,Gmünd,Niederösterreich,30921,1305,37.78,52.8,493,689
Kirchberg am Wechsel,Neunkirchen,Niederösterreich,31814,2441,42.15,56.82,1029,1387
Kirchberg an der Pielach,Sankt Pölten (Land),Niederösterreich,31918,3166,43.65,56.25,1382,1781
Kirchberg an der Raab,Südoststeiermark,Steiermark,62382,4582,37.45,51.68,1716,2368
Kirchberg bei Mattighofen,Braunau am Inn,Oberösterreich,40417,1204,33.89,44.1,408,531
Kirchberg in Tirol,Kitzbühel,Tirol,70409,5258,31.65,50.25,1664,2642
Kirchberg ob der Donau,Rohrbach,Oberösterreich,41314,1058,42.34,55.48,448,587
Kirchberg-Thening,Linz-Land,Oberösterreich,41010,2485,49.13,64.55,1221,1604
Kirchbichl,Kufstein,Tirol,70511,5871,36.19,54.08,2125,3175
Kirchdorf am Inn,Ried im Innkreis,Oberösterreich,41210,645,42.48,54.88,274,354
Kirchdorf an der Krems,Kirchdorf an der Krems,Oberösterreich,40905,4626,43.45,56.7,2010,2623
Kirchdorf in Tirol,Kitzbühel,Tirol,70410,4024,30.59,50.77,1231,2043
Kirchham,Gmunden,Oberösterreich,40710,2238,31.59,45.8,707,1025
Kirchheim im Innkreis,Ried im Innkreis,Oberösterreich,41211,724,42.27,54.42,306,394
Kirchschlag,Zwettl,Niederösterreich,32514,628,45.7,58.44,287,367
Kirchschlag bei Linz,Urfahr-Umgebung,Oberösterreich,41613,2187,47.97,58.39,1049,1277
Kirchschlag in der Buckligen Welt,Wiener Neustadt (Land),Niederösterreich,32314,2820,46.13,57.55,1301,1623
Kirchstetten,Sankt Pölten (Land),Niederösterreich,31919,2194,46.81,62.35,1027,1368
Kirnberg an der Mank,Melk,Niederösterreich,31515,1104,35.05,47.46,387,524
Kittsee,Neusiedl am See,Burgenland,10711,3418,31.51,40.7,1077,1391
Kitzbühel,Kitzbühel,Tirol,70411,8239,37.95,55.01,3127,4532
Kitzeck im Sausal,Leibnitz,Steiermark,61019,1214,44.07,60.46,535,734
Klaffer am Hochficht,Rohrbach,Oberösterreich,41315,1312,38.26,52.9,502,694
Klagenfurt am Wörthersee,Klagenfurt (Stadt),Kärnten,20101,101765,45.6,56.8,46405,57803
Klam,Perg,Oberösterreich,41107,951,32.91,48.58,313,462
Klaus,Feldkirch,Vorarlberg,80409,3119,44.15,56.62,1377,1766
Klaus an der Pyhrnbahn,Kirchdorf an der Krems,Oberösterreich,40906,1071,48.27,55.56,517,595
Klausen-Leopoldsdorf,Baden,Niederösterreich,30616,1707,36.85,60.93,629,1040
Kleblach-Lind,Spittal an der Drau,Kärnten,20613,1166,33.62,46.14,392,538
Klein St. Paul,Sankt Veit an der Glan,Kärnten,20513,1741,44.28,60.25,771,1049
Klein-Neusiedl,Bruck an der Leitha,Niederösterreich,30733,970,45.15,58.66,438,569
Klein-Pöchlarn,Melk,Niederösterreich,31516,1063,44.97,55.79,478,593
Kleinarl,Sankt Johann im Pongau,Salzburg,50414,808,41.46,54.83,335,443
Kleinmürbisch,Güssing,Burgenland,10422,229,60.26,74.67,138,171
Kleinzell,Lilienfeld,Niederösterreich,31406,854,28.92,41.33,247,353
Kleinzell im Mühlkreis,Rohrbach,Oberösterreich,41316,1690,48.34,58.28,817,985
Klingenbach,Eisenstadt-Umgebung,Burgenland,10305,1223,47.75,59.28,584,725
Klöch,Südoststeiermark,Steiermark,62335,1173,52.51,68.54,616,804
Klösterle,Bludenz,Vorarlberg,80112,677,38.85,51.7,263,350
Klosterneuburg,Tulln,Niederösterreich,32144,27588,52.86,68.11,14583,18790
Knittelfeld,Murtal,Steiermark,62041,12574,37.22,51.9,4680,6526
Kobenz,Murtal,Steiermark,62014,1923,48.47,63.7,932,1225
Kobersdorf,Oberpullendorf,Burgenland,10807,1879,51.94,65.19,976,1225
Koblach,Feldkirch,Vorarlberg,80410,4793,47.01,55.71,2253,2670
Köflach,Voitsberg,Steiermark,61631,9689,43.31,57.17,4196,5539
Kohfidisch,Oberwart,Burgenland,10908,1448,54.28,65.4,786,947
Kollerschlag,Rohrbach,Oberösterreich,41317,1534,31.03,42.05,476,645
Kolsass,Innsbruck-Land,Tirol,70322,1667,45.71,62.21,762,1037
Kolsassberg,Innsbruck-Land,Tirol,70323,834,39.81,53,332,442
Königsbrunn am Wagram,Tulln,Niederösterreich,32115,1404,50.93,68.73,715,965
Königsdorf,Jennersdorf,Burgenland,10511,778,45.89,59.51,357,463
Königstetten,Tulln,Niederösterreich,32116,2576,44.68,61.18,1151,1576
Königswiesen,Freistadt,Oberösterreich,40608,3088,33.74,45.4,1042,1402
Kopfing im Innkreis,Schärding,Oberösterreich,41411,1970,34.52,47.31,680,932
Koppl,Salzburg-Umgebung,Salzburg,50321,3659,36.76,52.23,1345,1911
Korneuburg,Korneuburg,Niederösterreich,31213,13334,44.81,64.32,5975,8576
Kössen,Kitzbühel,Tirol,70412,4456,31.87,48.81,1420,2175
Köstendorf,Salzburg-Umgebung,Salzburg,50320,2659,39.94,51.34,1062,1365
Kötschach-Mauthen,Hermagor,Kärnten,20307,3321,38.03,50.23,1263,1668
Kottes-Purk,Zwettl,Niederösterreich,32515,1451,42.52,56.17,617,815
Kottingbrunn,Baden,Niederösterreich,30618,7303,40.34,58.35,2946,4261
Köttmannsdorf,Klagenfurt Land,Kärnten,20414,3117,46.17,56.72,1439,1768
Krakau,Murau,Steiermark,61437,1385,44.98,69.89,623,968
Kramsach,Kufstein,Tirol,70512,4971,40.11,57.55,1994,2861
Kraubath an der Mur,Leoben,Steiermark,61107,1339,43.24,59.22,579,793
Krems an der Donau,Krems an der Donau,Niederösterreich,30101,24837,44.08,60.39,10948,14999
Krems in Kärnten,Spittal an der Drau,Kärnten,20642,1665,30.27,37.6,504,626
Kremsmünster,Kirchdorf an der Krems,Oberösterreich,40907,6648,38.99,52.66,2592,3501
Krenglbach,Wels-Land,Oberösterreich,41810,3215,44.42,57.95,1428,1863
Krensdorf,Mattersburg,Burgenland,10619,641,43.37,57.41,278,368
Kreuttal,Mistelbach,Niederösterreich,31627,1468,53.2,72.55,781,1065
Kreuzstetten,Mistelbach,Niederösterreich,31628,1572,49.43,66.22,777,1041
Krieglach,Bruck-Mürzzuschlag,Steiermark,62115,5329,45.36,62.51,2417,3331
Krimml,Zell am See,Salzburg,50607,842,40.86,50.71,344,427
Krispl,Hallein,Salzburg,50206,885,24.52,35.59,217,315
Kronstorf,Linz-Land,Oberösterreich,41011,3552,44.48,56.73,1580,2015
Krottendorf-Gaisfeld,Voitsberg,Steiermark,61611,2459,41.85,59.62,1029,1466
Krumau am Kamp,Krems (Land),Niederösterreich,31321,753,41.97,54.05,316,407
Krumbach,Wiener Neustadt (Land),Niederösterreich,32315,2311,42.62,53.14,985,1228
Krumbach,Bregenz,Vorarlberg,80221,1066,49.34,54.22,526,578
Krummnußbaum,Melk,Niederösterreich,31517,1549,40.09,51,621,790
Krumpendorf am Wörthersee,Klagenfurt Land,Kärnten,20415,3505,52.72,62.2,1848,2180
Kuchl,Hallein,Salzburg,50207,7384,32.83,43.85,2424,3238
Kufstein,Kufstein,Tirol,70513,19512,33.35,51.25,6507,10000
Kukmirn,Güssing,Burgenland,10408,2009,46.14,58.98,927,1185
Kumberg,Graz-Umgebung,Steiermark,60626,3909,43,59.43,1681,2323
Kundl,Kufstein,Tirol,70514,4762,35.78,58.27,1704,2775
Laa an der Thaya,Mistelbach,Niederösterreich,31629,6246,45.89,65.26,2866,4076
Laab im Walde,Mödling,Niederösterreich,31714,1114,66.16,73.43,737,818
Laakirchen,Gmunden,Oberösterreich,40711,9743,35.41,50.59,3450,4929
Lackenbach,Oberpullendorf,Burgenland,10808,1154,53.9,66.81,622,771
Lackendorf,Oberpullendorf,Burgenland,10824,582,46.91,61,273,355
Ladendorf,Mistelbach,Niederösterreich,31630,2301,50.11,66.54,1153,1531
Ladis,Landeck,Tirol,70613,539,30.24,50.46,163,272
Lafnitz,Hartberg-Fürstenfeld,Steiermark,62226,1466,38.47,51.98,564,762
Lambach,Wels-Land,Oberösterreich,41811,3583,37.82,49.48,1355,1773
Lambrechten,Ried im Innkreis,Oberösterreich,41212,1328,33.73,45.03,448,598
Lamprechtshausen,Salzburg-Umgebung,Salzburg,50322,4055,34.67,48.29,1406,1958
Landeck,Landeck,Tirol,70614,7686,42.17,59.68,3241,4587
Landl,Liezen,Steiermark,61258,2618,47.94,63.75,1255,1669
Lang,Leibnitz,Steiermark,61020,1351,39.16,57.96,529,783
Langau,Horn,Niederösterreich,31113,686,58.6,69.53,402,477
Langen bei Bregenz,Bregenz,Vorarlberg,80222,1486,44.08,54.31,655,807
Langenegg,Bregenz,Vorarlberg,80223,1159,42.88,47.54,497,551
Längenfeld,Imst,Tirol,70208,4780,29.21,46.99,1396,2246
Langenlois,Krems (Land),Niederösterreich,31322,7469,49.12,65.03,3669,4857
Langenrohr,Tulln,Niederösterreich,32119,2430,44.07,63.29,1071,1538
Langenstein,Perg,Oberösterreich,41109,2499,41.1,56.58,1027,1414
Langenwang,Bruck-Mürzzuschlag,Steiermark,62116,3886,47.71,63.95,1854,2485
Langenzersdorf,Korneuburg,Niederösterreich,31214,8084,54.7,71.05,4422,5744
Langkampfen,Kufstein,Tirol,70515,4159,34.94,55.66,1453,2315
Langschlag,Zwettl,Niederösterreich,32516,1725,31.88,48.52,550,837
Lannach,Deutschlandsberg,Steiermark,60318,3590,41.09,58.02,1475,2083
Lans,Innsbruck-Land,Tirol,70325,1111,46.71,63.46,519,705
Lanzendorf,Bruck an der Leitha,Niederösterreich,30734,1905,47.72,62.83,909,1197
Lanzenkirchen,Wiener Neustadt (Land),Niederösterreich,32316,4012,39.56,57.23,1587,2296
Lasberg,Freistadt,Oberösterreich,40609,2832,44.24,55.86,1253,1582
Lassee,Gänserndorf,Niederösterreich,30830,2952,41.84,60.7,1235,1792
Lassing,Liezen,Steiermark,61222,1712,40.77,53.86,698,922
Laßnitzhöhe,Graz-Umgebung,Steiermark,60628,2794,43.77,58.98,1223,1648
Laterns,Feldkirch,Vorarlberg,80411,675,41.63,57.48,281,388
Laussa,Steyr-Land,Oberösterreich,41508,1235,32.47,41.94,401,518
Lauterach,Bregenz,Vorarlberg,80224,10364,45.13,57.06,4677,5914
Lavamünd,Wolfsberg,Kärnten,20909,2871,34.55,45.7,992,1312
Lavant,Lienz,Tirol,70714,339,33.63,44.54,114,151
Laxenburg,Mödling,Niederösterreich,31715,2890,49.48,67.37,1430,1947
Lebring-Sankt Margarethen,Leibnitz,Steiermark,61021,2193,41.72,61.29,915,1344
Lech,Bludenz,Vorarlberg,80113,1577,47.81,68.48,754,1080
Lechaschau,Reutte,Tirol,70820,2081,41.9,58.05,872,1208
Leiben,Melk,Niederösterreich,31519,1355,44.94,58.52,609,793
Leibnitz,Leibnitz,Steiermark,61053,12544,39.1,55.86,4905,7007
Leisach,Lienz,Tirol,70715,707,44.98,55.45,318,392
Leithaprodersdorf,Eisenstadt-Umgebung,Burgenland,10306,1217,55.3,73.46,673,894
Leitzersdorf,Korneuburg,Niederösterreich,31215,1150,52.78,68.43,607,787
Lembach im Mühlkreis,Rohrbach,Oberösterreich,41318,1524,39.17,51.57,597,786
Lend,Zell am See,Salzburg,50608,1261,52.5,62.57,662,789
Lendorf,Spittal an der Drau,Kärnten,20616,1696,35.08,47.7,595,809
Lengau,Braunau am Inn,Oberösterreich,40418,4897,34.06,44.13,1668,2161
Lengenfeld,Krems (Land),Niederösterreich,31323,1422,43.74,60.2,622,856
Lenzing,Vöcklabruck,Oberösterreich,41713,5224,37.65,51.28,1967,2679
Leoben,Leoben,Steiermark,61108,24189,41.94,58.71,10145,14201
Leobendorf,Korneuburg,Niederösterreich,31216,4973,52.2,70.12,2596,3487
Leobersdorf,Baden,Niederösterreich,30620,4946,36.62,53.58,1811,2650
Leogang,Zell am See,Salzburg,50609,3407,44.67,57.15,1522,1947
Leonding,Linz-Land,Oberösterreich,41012,28938,43.31,56.91,12533,16469
Leopoldschlag,Freistadt,Oberösterreich,40610,998,45.19,58.62,451,585
Leopoldsdorf,Bruck an der Leitha,Niederösterreich,30735,5250,45.66,64.65,2397,3394
Leopoldsdorf im Marchfelde,Gänserndorf,Niederösterreich,30831,2893,42.97,61.94,1243,1792
Lermoos,Reutte,Tirol,70821,1138,47.01,59.05,535,672
Lesachtal,Hermagor,Kärnten,20321,1277,29.37,47.38,375,605
Lessach,Tamsweg,Salzburg,50502,533,41.84,54.97,223,293
Leutasch,Innsbruck-Land,Tirol,70326,2419,38.36,57.09,928,1381
Leutschach an der Weinstraße,Leibnitz,Steiermark,61054,3619,36.5,51.23,1321,1854
Lichtenau im Mühlkreis,Rohrbach,Oberösterreich,41319,470,36.38,44.68,171,210
Lichtenau im Waldviertel,Krems (Land),Niederösterreich,31324,2058,42.13,55.98,867,1152
Lichtenberg,Urfahr-Umgebung,Oberösterreich,41614,2787,50.23,65.05,1400,1813
Lichtenegg,Wiener Neustadt (Land),Niederösterreich,32317,1053,32.76,46.72,345,492
Lichtenwörth,Wiener Neustadt (Land),Niederösterreich,32318,2736,42.18,58.7,1154,1606
Liebenau,Freistadt,Oberösterreich,40611,1559,29.31,43.1,457,672
Liebenfels,Sankt Veit an der Glan,Kärnten,20515,3397,43.3,55.81,1471,1896
Lieboch,Graz-Umgebung,Steiermark,60629,5311,41.91,56.98,2226,3026
Lienz,Lienz,Tirol,70716,11935,44.96,55.2,5366,6588
Liezen,Liezen,Steiermark,61259,8196,38.26,52.01,3136,4263
Ligist,Voitsberg,Steiermark,61612,3205,39.03,55.38,1251,1775
Lilienfeld,Lilienfeld,Niederösterreich,31407,2635,44.17,55.83,1164,1471
Lingenau,Bregenz,Vorarlberg,80225,1554,46.27,51.87,719,806
Linz,Linz (Stadt),Oberösterreich,40101,206537,38.69,53.33,79909,110146
Litschau,Gmünd,Niederösterreich,30925,2192,45.12,59.4,989,1302
Litzelsdorf,Oberwart,Burgenland,10909,1133,45.1,57.9,511,656
Lobmingtal,Murtal,Steiermark,62039,1842,43,60.97,792,1123
Lochau,Bregenz,Vorarlberg,80226,6244,49.81,60.04,3110,3749
Lochen am See,Braunau am Inn,Oberösterreich,40419,2872,34.12,44.5,980,1278
Lockenhaus,Oberpullendorf,Burgenland,10809,2016,50.6,62.6,1020,1262
Lofer,Zell am See,Salzburg,50610,2093,46.39,56.9,971,1191
Lohnsburg am Kobernaußerwald,Ried im Innkreis,Oberösterreich,41213,2211,41.29,52.65,913,1164
Loich,Sankt Pölten (Land),Niederösterreich,31920,581,41.48,51.98,241,302
Loipersbach im Burgenland,Mattersburg,Burgenland,10604,1201,44.46,55.62,534,668
Bad Loipersdorf,Hartberg-Fürstenfeld,Steiermark,62273,1816,43.06,59.58,782,1082
Loipersdorf-Kitzladen,Oberwart,Burgenland,10910,1353,41.69,53.81,564,728
Loosdorf,Melk,Niederösterreich,31520,3830,44.8,58.98,1716,2259
Loretto,Eisenstadt-Umgebung,Burgenland,10320,476,53.78,67.65,256,322
Lorüns,Bludenz,Vorarlberg,80114,286,50.35,60.84,144,174
Losenstein,Steyr-Land,Oberösterreich,41509,1588,42.44,53.65,674,852
Ludersdorf-Wilfersdorf,Weiz,Steiermark,61727,2515,36.18,51.33,910,1291
Ludesch,Bludenz,Vorarlberg,80115,3639,37.13,49.49,1351,1801
Ludmannsdorf,Klagenfurt Land,Kärnten,20416,1801,43.31,54.41,780,980
Ludweis-Aigen,Waidhofen an der Thaya,Niederösterreich,32212,903,52.6,61.02,475,551
Luftenberg an der Donau,Perg,Oberösterreich,41110,4352,42.56,58.18,1852,2532
Lunz am See,Scheibbs,Niederösterreich,32005,1795,37.49,54.48,673,978
Lurnfeld,Spittal an der Drau,Kärnten,20643,2664,37.95,49.14,1011,1309
Lustenau,Dornbirn,Vorarlberg,80303,23476,45.47,54.43,10675,12778
Lutzmannsburg,Oberpullendorf,Burgenland,10810,842,58.79,69.6,495,586
Mäder,Feldkirch,Vorarlberg,80412,4092,43.13,52.22,1765,2137
Magdalensberg,Klagenfurt Land,Kärnten,20442,3591,46.9,56.98,1684,2046
Mailberg,Hollabrunn,Niederösterreich,31025,580,50.86,64.83,295,376
Maishofen,Zell am See,Salzburg,50611,3639,44.77,57.05,1629,2076
Maissau,Hollabrunn,Niederösterreich,31026,1938,49.17,66.2,953,1283
Mallnitz,Spittal an der Drau,Kärnten,20618,767,46.68,58.54,358,449
Malta,Spittal an der Drau,Kärnten,20619,1933,33.94,45.78,656,885
Mank,Melk,Niederösterreich,31521,3221,39.55,52.28,1274,1684
Mannersdorf am Leithagebirge,Bruck an der Leitha,Niederösterreich,30716,4110,44.33,60.8,1822,2499
Mannersdorf an der Rabnitz,Oberpullendorf,Burgenland,10811,1784,52.35,64.57,934,1152
Manning,Vöcklabruck,Oberösterreich,41714,789,37.26,48.42,294,382
Mannsdorf an der Donau,Gänserndorf,Niederösterreich,30834,355,51.27,64.79,182,230
Marbach an der Donau,Melk,Niederösterreich,31522,1688,38.92,53.08,657,896
Marchegg,Gänserndorf,Niederösterreich,30835,2988,41.27,60.17,1233,1798
Marchtrenk,Wels-Land,Oberösterreich,41812,14334,34.16,47.17,4896,6761
Maria Alm am Steinernen Meer,Zell am See,Salzburg,50612,2196,40.66,54.64,893,1200
Maria Enzersdorf,Mödling,Niederösterreich,31716,8659,52.26,67.77,4525,5868
Maria Laach am Jauerling,Krems (Land),Niederösterreich,31326,919,47.12,61.7,433,567
Maria Lankowitz,Voitsberg,Steiermark,61632,2751,39.69,55.87,1092,1537
Maria Neustift,Steyr-Land,Oberösterreich,41510,1635,33.52,41.9,548,685
Maria Rain,Klagenfurt Land,Kärnten,20417,2631,45.38,54.73,1194,1440
Maria Saal,Klagenfurt Land,Kärnten,20418,3893,51.94,61.83,2022,2407
Maria Schmolln,Braunau am Inn,Oberösterreich,40420,1436,42.76,52.37,614,752
Maria Taferl,Melk,Niederösterreich,31523,919,41.13,51.36,378,472
Maria Wörth,Klagenfurt Land,Kärnten,20419,1616,55.07,63.92,890,1033
Maria-Anzbach,Sankt Pölten (Land),Niederösterreich,31921,3009,49.65,65.34,1494,1966
